// Detail txtures for snow_camp
// Detail texture project for Cold Ice Remastered
// Napoleon was here at some undisclosed time, 2022

// [texture name]	[detail texture name]		[hscale]	[vscale]

!cir_water01      	detail/!WATERBLUE 			1.0			1.0
cir_floor06       	detail/dt_metal1			1.0			1.0
cir_metal01       	detail/tnnl_flr12			1.0			1.0
cir_metal02       	detail/tnnl_flr12			1.0			1.0
cir_metal04       	detail/tnnl_flr12			1.0			1.0 
cir_metal06			detail/tnnl_flr12			1.0			1.0
cir_metal07       	detail/dt_metal1			1.0			1.0
cir_metal08       	detail/dt_metal1			1.0			1.0
cir_path01        	detail/wall_generic			1.0			1.0 
cir_path02        	detail/wall_generic			1.0			1.0 
cir_path03			detail/dt_metal1 			1.0			1.0
cir_path05        	detail/snow2 				1.0			1.0   //wall_generic
cir_pavement02    	detail/wall_generic			1.0			1.0 
cir_road01        	detail/c3a1_w3b				1.0			1.0
cir_rock17        	detail/wall_generic			1.0			1.0
cir_rocks01			detail/cir_rocks08			1.0			0.5
cir_sign06        	detail/mettalo2				1.0			1.0
cir_snow01        	detail/snow2  				1.0 		1.0
cir_snow02        	detail/snow2  				1.0 		1.0
cir_snow03        	detail/snow2  				1.0 		1.0
cir_snow04			detail/snow2  				1.0 		1.0
cir_snow05        	detail/snow2  				1.0 		1.0
cir_stone03       	detail/cir_rocks08			1.0			1.0
cir_vent02        	detail/dt_metal1 			1.0			1.0
cir_wall05        	detail/cir_wall10			1.0			1.0
cir_wall06			detail/cir_wall09			1.0			1.0
cir_wall07        	detail/cir_wall07			1.0 		1.0
cir_wall10        	detail/cir_wall10  			1.0 		1.0 
cir_wall11        	detail/wall_generic			1.0			1.0
cir_wall15        	detail/wall_generic2		1.0			1.0
con1_bord02			detail/wall_generic			1.0			1.0
crate02b          	detail/crate02				1.0			1.0
crate03           	detail/crate03_stalkyard	1.0			1.0 
crate05           	detail/crate05_stalkyard	1.0			1.0
crate06           	detail/crate06				1.0			1.0
crate09				detail/crate09				1.0			1.0
crate09b          	detail/crate09b				1.0			1.0
crate09c          	detail/crate09c 			1.0			1.0
crete3_flr04      	detail/crete3_flr04			1.0			1.0
crete3_flr05      	detail/crete3_flr05b		1.0			1.0
crete4_stp01		detail/crete4_stp01			1.0			1.0
crete4_wall01     	detail/crete4_wall01		1.0			1.0
crete4_wall01b    	detail/crete4_wall01b		1.0			1.0
drkmtlt_bord11    	detail/dt_metal1 			1.0			1.0
drkmtlt_bord12    	detail/dt_metal1 			1.0			1.0
duct_vnt2			detail/duct_vnt2			1.0			1.0
duct_wall02       	detail/duct_wall02			1.0			1.0
duct_wall03       	detail/duct_wall02			1.0			1.0
exit1             	detail/dt_metal1 			1.0			1.0
exitlft           	detail/dt_metal1 			1.0			1.0
exitrt				detail/dt_metal1 			1.0			1.0
generic012        	detail/generic012			1.0			1.0 
generic014h       	detail/generic014h 			1.0			1.0
lab1_trim3        	detail/lab1_trim3			1.0			1.0 
medkitedge1       	detail/dt_metal1 			1.0			1.0 
metal_bord03		detail/dt_metal1 			1.0			1.0
metal_bord07      	detail/dt_metal1 			1.0			1.0
out_boxc          	detail/out_boxc				1.0			1.0 
out_boxd          	detail/out_boxd				1.0			1.
out_pav3          	detail/out_pav3 			1.0			1.0
out_pave2			detail/out_pave2 			1.0			1.0
out_wall1a        	detail/out_wall1a			1.0			1.0
out_wall2b        	detail/out_wall2b			1.0			1.0
out_wall2c        	detail/out_wall2c			1.0			1.0
out_wall4a        	detail/out_wall4a			1.0			1.0
out_wall7			detail/out_wall7			1.0			1.0
out_wall7a        	detail/out_wall7a			1.0			1.0
out_wall7d        	detail/out_wall7d			1.0			1.0
out_wall7f        	detail/out_wall7f			1.0			1.0
out_wall9         	detail/out_wall9			1.0			1.0
out_wlk2			detail/out_wlk2				1.0			1.0
rechargeedge1     	detail/dt_metal1 			1.0			1.0 
sign87            	detail/mettalo2				1.0			1.0
silo2_brd1a       	detail/silo2_brd1a     		1.0			1.0
silo2_wet4        	detail/silo2_wet4			1.0			1.0
sky					detail/SKY 					1.0 		1.0
stripes2          	detail/stripes2				1.0			1.0
tnnl_flr5c        	detail/tnnl_flr5c			1.0			1.0 
tnnl_w4b4         	detail/tnnl_w4b4			1.0			1.0
tnnl_w5c          	detail/tnnl_w5c				1.0			1.0
tnnl_w5d			detail/tnnl_w5d				1.0			1.0
tnnl_w5e          	detail/tnnl_w5e3			1.0			1.0
tnnl_w5f          	detail/tnnl_w5f				1.0			1.0
tnnl_w7b          	detail/tnnl_w7b				1.0			1.0
trk2_back         	detail/trk2_back			1.0			1.0
trk2_front			detail/trk2_front			1.0			1.0
trk2_hood         	detail/trk2_hood			1.0			1.0
trk2_roof         	detail/trk2_roof			1.0			1.0
trk2_side         	detail/trk2_side			1.0			1.0
trk_tread      		detail/trk_tread			1.0			1.0   
{blue				detail/{BLUE				1.0			1.0
{cir_fence01      	detail/dt_metal1 			1.0			1.0
{cir_fence03      	detail/dt_metal1 			1.0			1.0
{grate2a          	detail/dt_metal1 			1.0			1.0
{icicle1          	detail/snow2  				1.0 		1.0
{ladder1			detail/dt_metal1 			1.0			1.0
{ladder3b         	detail/dt_metal1 			1.0			1.0
{rail1            	detail/dt_metal1 			1.0			1.0
~light3b          	detail/light3b 				1.0			1.0
~light5a          	detail/light3b				1.0			1.0
~light5f			detail/light3b				1.0			1.0

// End detail texture file.
// What are you doing here? 
// I hope you have not modified something...
// If you did.. I hope you knew what you're doing...
