// Detail txtures for frosty
// Detail texture project for Cold Ice Remastered
// Napoleon was here at some undisclosed time, 2023

// [texture name]	[detail texture name]		[hscale]	[vscale]

// 127 textures 

drkmtlt_bord11		detail/dt_metal1 			1.0			1.0
elev1_ciel			detail/dt_metal1 			1.0			1.0
fifties_ceil01		detail/fifties_ceil01		1.0			1.0
fifties_dr1			detail/fifties_dr1			1.0			1.0 
fifties_dr4b		detail/dt_metal1 			1.0			1.0 
fifties_dr6a		detail/fifties_dr6a			1.0			1.0  
fifties_dr6a2		detail/fifties_dr6a			1.0			1.0  
fifties_dr6b		detail/fifties_dr6a			1.0			1.0  
fifties_dsk5a		detail/dt_metal1 			1.0			1.0 
fifties_dsk5b		detail/dt_metal1 			1.0			1.0 
fifties_dsk5dx		detail/dt_metal1 			1.0			1.0 
fifties_wall14u		detail/dt_metal1 			1.0			1.0 
fifties_wall14v		detail/dt_metal1 			1.0			1.0 
fiftsfile1			detail/dt_metal1 			1.0			1.0 
fiftsfile2b			detail/dt_metal1 			1.0			1.0 
generic105c			detail/dt_metal1 			1.0			1.0 
generic106			detail/dt_metal1			1.0			1.0   
generic106a			detail/generic106a 			1.0			1.0
generic106b			detail/generic106b  		1.0			1.0
generic_111c		detail/generic_111c 		1.0			1.0
lab1_cab2			detail/dt_metal1 			1.0			1.0
lab1_comp10f		detail/+0lab1_comp10e		1.0			1.0
out_pave2			detail/out_pave2 			1.0			1.0
poster13			detail/dt_metal1 			1.0			1.0
sign17				detail/dt_metal1 			1.0			1.0
silo2_w3brd			detail/dt_metal1 			1.0			1.0
sky					detail/dt_metal1 			1.0			1.0
tnnl_brd1			detail/tnnl_brd1			1.0			1.0 
xcrate10a			detail/dt_metal1 			1.0			1.0
xcrate10b			detail/dt_metal1 			1.0			1.0
xcrate10c			detail/dt_metal1 			1.0			1.0
xcrate8				detail/dt_metal1 			1.0			1.0
xcrate8b			detail/dt_metal1 			1.0			1.0
xcrate8c			detail/dt_metal1 			1.0			1.0
{blue				detail/dt_metal1 			1.0			1.0
{cir_beam01			detail/dt_metal1 			1.0			1.0
{cir_fence03		detail/dt_metal1 			1.0			1.0
{cir_tree01			detail/dt_metal1 			1.0			1.0
{cir_tree03			detail/dt_metal1 			1.0			1.0
{grate1				detail/dt_metal1 			1.0			1.0
{icicle1			detail/dt_metal1 			1.0			1.0
{invisible			detail/dt_metal1 			1.0			1.0
{ladder1			detail/dt_metal1 			1.0			1.0
{rail2				detail/dt_metal1 			1.0			1.0
~light3f			detail/light3b				1.0			1.0

// End detail texture file.
// What are you doing here? 
// I hope you have not modified something...
// If you did.. I hope you knew what you're doing...
