// Detail txtures for chillworks
// Detail texture project for Cold Ice Remastered
// Napoleon was here at some undisclosed time, 2023

// [texture name]	[detail texture name]		[hscale]	[vscale]

// 127 textures 

!c2a54b					detail/WATER4B 				1.0 		1.0
tnnl_w7_2				detail/dt_metal1 			1.0			1.0
xcrate10a				detail/xcrate10a			1.0			1.0 
{icicle1				detail/dt_metal1 			1.0			1.0
{invisible				detail/dt_metal1 			1.0			1.0
{ladder1				detail/dt_metal1 			1.0			1.0
~light3b				detail/light3b 				1.0			1.0   
~light5a				detail/light3b				1.0			1.0

// End detail texture file.
// What are you doing here? 
// I hope you have not modified something...
// If you did.. I hope you knew what you're doing...
