// Detail txtures for training
// Detail texture project for Cold Ice Remastered
// Napoleon was here at some undisclosed time, 2022

// [texture name]	[detail texture name]		[hscale]	[vscale]

!c2a5               detail/!WATERBLUE 			1.0			1.0	
!waterblue          detail/!WATERBLUE 			1.0			1.0	 
generic89a          detail/generic89a  			1.0			1.0 
generic89b          detail/generic89b  			1.0			1.0  
glass_bright        detail/GLASS_BRIGHT			1.0			1.0  
h_side3    			detail/h_side3				1.0			1.0
lab1_floor4   		detail/lab1_floor4			1.0			1.0        
lab1_skr6           detail/dt_metal1			1.0			1.0   
lab1_stair2b        detail/lab1_stair2b			1.0			1.0  
lab4_gad3a          detail/dt_metal1			1.0			1.0  
medkitedge1			detail/dt_metal1 			1.0			1.0       
out_gravel          detail/out_gravel			1.0			1.0  
out_pav3            detail/out_pav3 			1.0			1.0 
out_snbag           detail/out_snbag			1.0			1.0 
out_snbagc          detail/out_snbagc			1.0			1.0  
out_snd2b    		detail/out_snd2b			1.0			1.0
out_targt           detail/out_targt			1.0			1.0
out_targt2          detail/out_targt2			1.0			1.0  
out_wall4b         	detail/out_wall4b 			1.0			1.0   
out_wall6c          detail/out_wall6c			1.0			1.0
pfab_dskdrwr    	detail/pfab_dskdrwr			1.0			1.0
poster16          	detail/babtech_ceil01		1.0			1.0    
poster18            detail/babtech_ceil01		1.0			1.0  
rechargeedge1		detail/dt_metal1 			1.0			1.0            
sign16				detail/dt_metal1 			1.0			1.0                   
sign21				detail/dt_metal1 			1.0			1.0       
sign26				detail/dt_metal1 			1.0			1.0                   
sign28				detail/dt_metal1 			1.0			1.0                   
sign58				detail/dt_metal1 			1.0			1.0                   
signc1a2_5			detail/dt_metal1 			1.0			1.0               
silo2_gad1			detail/dt_metal1 			1.0			1.0    
sky            		detail/SKY 					1.0 		1.0                      
steel				detail/dt_metal1 			1.0			1.0                 
sunbeam      		detail/sunbeam				1.0			1.0         
train_und2   		detail/train_und2			1.0			1.0            
trk_bed				detail/trk_bed				1.0			1.0    
trk_bumper   		detail/trk_bumper			1.0			1.0            
trk_canvas   		detail/trk_canvas			1.0			1.0            
trk_dash        	detail/trk_dash				1.0			1.0              
trk_door			detail/trk_door				1.0			1.0              
trk_hood        	detail/trk_hood				1.0			1.0    
trk_indoor 			detail/trk_indoor			1.0			1.0            
trk_pipe			detail/trk_pipe				1.0			1.0              
trk_rim     		detail/trk_rim				1.0			1.0          
trk_seat     		detail/trk_seat				1.0			1.0              
trk_side    		detail/trk_side				1.0			1.0
trk_tire     		detail/trk_tire				1.0			1.0              
trk_tread 			detail/trk_tread			1.0			1.0             
trrm_sign1			detail/dt_metal1 			1.0			1.0               
trrm_sign3			detail/dt_metal1 			1.0			1.0               
trrm_sign5			detail/dt_metal1 			1.0			1.0       
{blue				detail/{BLUE				1.0			1.0                 
{grass2       		detail/{grass2 				1.0			1.0        
{ladder1			detail/dt_metal1 			1.0			1.0              
~light3c        	detail/light3b				1.0			1.0      

// End detail texture file.
// What are you doing here? 
// I hope you have not modified something...
// If you did.. I hope you knew what you're doing...
